image_id,label
f4318edc-088d-4561-91cb-eec8bd2b80d4.jpeg,football
dedaae24-afab-41f8-8179-f97a70d35340.jpeg,skating
2229f689-d700-4784-abf3-bff83bf910ad.jpeg,greco-Roman_wrestling
b4445171-f104-4a15-ba46-93ac82b613f5.jpeg,swimming
4b945188-758d-4014-aa45-17c8a89f2308.jpeg,arm_wrestling
5b5deaaf-57c6-4a85-a815-71c7a7430cbd.jpeg,ski_race
f59ee6ef-e804-4b81-ad59-8e15c706be49.jpeg,rugby
3b7f22e9-0c61-452e-9b3b-a68407068194.jpeg,basketball
89cb9903-e3cb-42d5-9fa3-574469dffeab.jpeg,skating
b013a872-ff79-45fc-99a3-07fc92be54f2.jpeg,archery
876ba15a-1339-48a8-95e1-717c59463bf5.jpeg,badminton
a4c9f619-ffa1-45aa-ac8e-40635410e226.jpeg,running
9d010cd6-b277-4b61-9762-401efc7a30ec.jpeg,skating
86990d82-ea02-4cc8-ae37-9bd304e811e4.jpeg,boxing
f7616c3f-6226-48dc-bd4d-d8db01922be6.jpeg,basketball
cfa5b5f2-73dc-4f76-b255-bf1f5d19297f.jpeg,arm_wrestling
6a5fe9d3-eeda-48aa-85a1-17f918ec3545.jpeg,basketball
64ffa11b-7170-4965-9714-274a8597c9c7.jpeg,hockey
6d419ccf-e6b9-48b7-837c-871c0d409f28.jpeg,fencing
bd10d958-cdc8-4f86-aa98-ff2cd5e3cdfe.jpeg,boxing
689af43a-45df-434e-9fc5-01c7d72caaf8.jpeg,boxing
9447c3fe-a76b-4e3d-a6ea-d3351a6364ef.jpeg,tennis
91673d4d-d272-4719-b2a3-b8520b5c580e.jpeg,hockey
efdcca6d-5ac8-4206-a465-4d445eb72d34.jpeg,sambo
c07d3414-fd6b-411d-890e-59a439f7d47b.jpeg,sambo
88d8b3ed-6112-4024-b4d7-df26dccd7e46.jpeg,basketball
92eb81c3-de79-4f62-b64b-32d845ec5adb.jpeg,velo
ca97090c-4150-44db-8586-c126f884518e.jpeg,greco-Roman_wrestling
26d27670-e64d-48bd-9729-f74cd2723437.jpeg,rugby
b7cd0cbe-99ed-4c7e-b7e2-f32c458124cc.jpeg,basketball
f0ba62e4-836f-4f4c-952f-c196628f4a91.jpeg,tennis
93c02d09-462b-4ab0-94ea-2e22e1af56ee.jpeg,arm_wrestling
59bffcd8-f654-4f0b-bd86-79fd1e028462.jpeg,tennis
10d12884-388f-4818-bbea-b1826d77dc5a.jpeg,boating
6cfc8db4-d9c0-481e-9efc-efe75ad9afbe.jpeg,basketball
46ccb627-5b66-43e6-ae0d-800f0179c70a.jpeg,greco-Roman_wrestling
84f61908-c20f-438a-9122-dc7ea9b72979.jpeg,basketball
b7c00789-1869-4801-ba80-f9d8f57830a8.jpeg,running
fa798772-32f2-4a87-9b7c-7226a4e47859.jpeg,football
f5ea20e5-4128-4b13-ae24-a99b2eef211d.jpeg,football
4644013a-b3da-4d4f-a257-9389f9d497f0.jpeg,volleyball
4dfc1574-26d8-44b0-92c2-00138b34acec.jpeg,sambo
5e2b79bb-fa3b-4533-a627-d21162da0e13.jpeg,basketball
75b60e02-db4e-4253-b0bd-fd6e282b1b50.jpeg,basketball
af4c5591-dbbf-44a4-b936-fb7798668452.jpeg,handball
8dbf5e56-59e8-4e38-b95f-5a99fc905634.jpeg,fencing
b4b1f5e9-1b3d-4482-9d7e-f2ed45ac904a.jpeg,ski_race
ea9a6207-cba9-4798-b690-36d3c6ab6341.jpeg,swimming
bbd7becd-041b-4bbe-b4ce-0e1a377262ad.jpeg,boxing
e6c11eb6-5a59-4746-aa3a-bdf6b8180daa.jpeg,sailing
564423ff-b373-4a3f-babf-c16f1b6290bc.jpeg,archery
67362ae3-731d-4e69-8e95-5502b5fce1e1.jpeg,velo
b23acc68-7c64-4fe8-8ce3-a7fb4984964f.jpeg,handball
4283881a-ea33-4ff0-a8c3-949b1ed1322b.jpeg,archery
342209e9-d8c7-4c9c-9262-51f2a5c635a3.jpeg,gymnastics
8923c0dc-2c94-46a9-b502-0c93109eae7c.jpeg,alpinism
26c1f983-8154-4d3f-9811-cf383165d1d0.jpeg,fencing
5f50f5e8-0d9e-464a-94c1-39e531f13de3.jpeg,boxing
612bd0be-5f1c-4ba8-8f97-072a8a6adbb3.jpeg,fencing
4ace06e8-a3b7-4fe2-9dea-73cf5ce1df41.jpeg,surfing
36029890-c9e2-4bf9-bf75-fa351c21b0bd.jpeg,basketball
700072c8-77b4-453f-a4d4-2d65b8adcfa1.jpeg,javelin-throwing
d74e8633-5b35-49d0-9873-a793f7051093.jpeg,tennis
7b45d318-09ec-436b-bd81-74fbbf7f98d7.jpeg,hockey
c77c0ae6-8c4c-4711-bc28-8265a72e9432.jpeg,basketball
4f705f31-8234-4249-a8e9-f2ecabee03f0.jpeg,velo
393b04c6-28db-4683-acae-ea2f6ea47f71.jpeg,velo
2bc1bee5-26a6-4efc-9f12-11d6069e98e4.jpeg,velo
19396f65-aa44-4dbe-a2fb-0d2234690094.jpeg,badminton
859e5214-d8a3-4ae6-b0c9-2242efef8885.jpeg,boxing
c076eb96-d71c-448f-9002-ca6348923fcb.jpeg,basketball
d7eb2a38-7be1-4829-805e-8f046aaebe96.jpeg,ski_race
6f20b247-5e6d-4ce8-9f4c-762afa670650.jpeg,pole_vault
c3f94849-780a-493d-b367-854ca723ca35.jpeg,alpinism
48e4bfe9-c490-401f-8704-12b77b339521.jpeg,horseback_riding
a1d97cca-7abc-4438-b61b-56fa8d442f7e.jpeg,handball
a0f207e0-efc6-4116-b8ba-dc4a5d70855e.jpeg,sailing
82d6fb4a-b7f3-412a-aeca-ed4dc7d41acf.jpeg,badminton
221890df-718d-49d7-8c05-c873fc6e195f.jpeg,basketball
cfa14d73-97fe-4c61-a8c3-306b1560beca.jpeg,pole_vault
bb6d1659-1345-43ee-b7fb-71ed5f715528.jpeg,swimming
1b91d98c-08e6-42d7-ab1e-9e99ca1e59cb.jpeg,skating
9c73bf36-a4a6-43aa-af58-9ef172680ad2.jpeg,volleyball
cde6f905-0b53-4e72-acd7-0936ac060d01.jpeg,hockey
22c2eeba-2349-446f-accd-54204057b440.jpeg,football
9a3342ee-c559-44e4-ba6b-290ea6b90e9c.jpeg,alpinism
e0fa408f-17ec-4902-88db-016c9b25d685.jpeg,basketball
8ab15fc9-e913-4600-a531-c4aa64c95821.jpeg,gymnastics
2148cb5c-3c25-4495-ada8-222d7d86c9ce.jpeg,rugby
a379b3f3-84a0-40e2-bcd9-026212af1920.jpeg,gymnastics
2dd2c7d5-ea9e-466c-af4f-34058d5a2fe8.jpeg,boating
11b1b84a-3544-4f62-a8ab-8a04463407c3.jpeg,volleyball
6036f775-1c48-4ddd-b159-adaf85689c51.jpeg,skating
061a0bf2-3237-446f-b6a6-c418596d4b5c.jpeg,handball
1ee7f7bb-03eb-42ac-a1c6-9dffd87ad40b.jpeg,water_polo
caa75dad-92c2-4226-99fa-979e00e585d1.jpeg,handball
e61f8bd1-4055-4037-b133-0fd6f1d7db0e.jpeg,greco-Roman_wrestling
351e6f57-f0f6-4ec0-a132-51c3ad14726b.jpeg,horseback_riding
ea223827-01c2-4039-9f08-7c9a82edffd9.jpeg,tennis
55ceadd3-dca9-4ea1-8c1e-8dc731ecb3c1.jpeg,surfing
c7ac5d94-ee4a-445b-8a29-aadcb5cdae6d.jpeg,golf
64b73b82-e2cf-44ac-96e6-65cc91ca3d33.jpeg,basketball
f7b60593-d945-4d8d-bb6e-720910cc3f05.jpeg,surfing
a7433956-1d31-4804-9293-c87116fac8db.jpeg,skating
a0b25bae-4ba6-4a03-a2f1-f53decdcf07e.jpeg,alpinism
eaf32e8a-08c8-4394-87ce-2a800cc830f0.jpeg,swimming
7c807662-9af4-42ca-9dc6-d1552c0ef6a7.jpeg,rugby
046526ec-2eed-4ee5-9aeb-7211f012ca7f.jpeg,tennis
3474a858-a279-4fa8-903c-a26936edf59e.jpeg,taekwondo
c45623a3-600d-4973-82d1-ac417d12fe0e.jpeg,basketball
386739b7-5c9c-47c6-a2e7-553016111fa9.jpeg,skating
79b86155-c036-47fc-a8ad-3ed060298efd.jpeg,boating
e879f314-9943-48f8-9414-691c5eba665e.jpeg,handball
0c752e35-0564-4079-a217-23efd2c2a2c7.jpeg,football
8e4b04d4-4282-4132-9040-196619465ccd.jpeg,boxing
cd1929d8-7897-470f-9bcc-877ee6099d8e.jpeg,archery
8acb747d-eace-45b5-af40-a18d231d27d2.jpeg,surfing
8fe426ce-eac3-47b1-93b8-aa218c17a628.jpeg,taekwondo
5d6b2c6a-d201-4ac1-9d68-4d60898ceff5.jpeg,basketball
b198201a-d62d-4305-b619-943a58f4e434.jpeg,boating
fc331a73-164d-44ea-806e-390101d39432.jpeg,taekwondo
bb47dd91-f675-4ddc-ba27-a12b4cf24ba3.jpeg,skating
24c8c42f-10ea-4ca1-91d1-c51cf8709cbb.jpeg,football
989475b6-4cb9-4f20-b144-270feae1e379.jpeg,tennis
735fa308-f714-4c23-9d2f-7a6ad97d72b2.jpeg,gymnastics
1151c8e3-9665-428a-b4d7-c0ff5938d12f.jpeg,swimming
e4022f4c-9545-4dc6-b359-bb7dc971f900.jpeg,tennis
dc9f2f78-59eb-4d9a-a8f5-a00a313caa60.jpeg,running
aea862a5-eaaf-489d-8ae3-34bd5eda536c.jpeg,boxing
822c5530-1157-4ece-a2ca-bc4f2577098c.jpeg,football
b73ae4b6-2c2d-4d74-ae71-fc697a714851.jpeg,boating
dd65319f-a400-438b-80b8-1771dcfa6d64.jpeg,rugby
516db5ea-d5b6-485e-a4ae-6e225776f79f.jpeg,sambo
5f10733c-2841-4ff0-b565-06a3de7d2724.jpeg,football
467060eb-666c-4f50-bd8a-b7fff5208341.jpeg,surfing
59fa20db-6e10-4168-857e-0e4735541144.jpeg,football
de7509d2-5edd-469a-b149-a9cf7b490526.jpeg,taekwondo
de96d818-cdb3-4738-9130-024aa5f9e38d.jpeg,velo
90a62e1e-804b-4eb4-9115-4552f0f922c0.jpeg,rugby
eb2b4a8a-1573-491a-ab45-f9f12b0344a3.jpeg,horseback_riding
aaebc139-46a3-4b30-9391-1d2874141467.jpeg,gymnastics
96ddd419-9e24-4aaa-aef2-97a988f210c3.jpeg,horseback_riding
b01e483e-fef9-4698-9c5c-0e7e5ee89849.jpeg,arm_wrestling
22619af6-43ca-4151-bc2e-169b291f1762.jpeg,football
74c597c8-9e8b-447f-a881-37fd1dd0960f.jpeg,swimming
87556fab-00ee-40cc-9684-96f7ffaed6b8.jpeg,greco-Roman_wrestling
ee5b3cb0-4c6f-4f19-9c74-798656f2451e.jpeg,velo
c08ff135-f73d-4b4f-aab2-d915a3cd4c78.jpeg,football
fc0c6c5f-eaab-4611-91d8-9c303f6baf91.jpeg,arm_wrestling
13f964f0-1ed7-4562-8136-a746f5a1bf4b.jpeg,volleyball
79b5a9db-0e61-41b8-abf8-f9df9b1ac437.jpeg,hockey
6674b8e6-b39a-482b-883d-638682e2e4b8.jpeg,pole_vault
8a411a24-9175-4965-a626-181fac43a37b.jpeg,surfing
ef79196c-2f6e-4341-ae87-ddac9b394130.jpeg,surfing
51f6d053-1c70-46df-950a-d3332f500883.jpeg,sambo
d8ae2a8d-933a-4670-b182-12cbfeec14c8.jpeg,taekwondo
ce82f7e2-fd02-410f-8162-00715ea8c660.jpeg,sambo
4be25e1c-515f-464c-8ce0-be960136b08a.jpeg,alpinism
44c59289-a360-493e-a416-ca656c29e2a7.jpeg,swimming
47be33fe-6471-4278-80be-c5b7ad7d85fc.jpeg,horseback_riding
6b3e510a-de59-4d6d-a19e-bdee66092d32.jpeg,tennis
65de4a70-a0a3-4378-b77b-bee7f532c788.jpeg,football
b6295d1d-f1f7-47ee-b5d1-693c7fc90a51.jpeg,water_polo
84d4c0ae-63c3-402b-9990-0d4e7b95bbd9.jpeg,golf
8e94bbcc-4062-4752-93d5-fde3ba73b788.jpeg,archery
b91eca26-90c4-4722-83f5-a7dd30090b4d.jpeg,boating
f133d71c-e86d-4c1f-8c85-80c846fb5cf9.jpeg,boating
17b81f71-bcaf-4364-a9c8-7bc7539d68a9.jpeg,alpinism
7cd7f5eb-21f6-41e0-a9d9-cb5b75576c2e.jpeg,ski_race
5ceb995a-eedc-49ff-973e-5d1bc5257f12.jpeg,sailing
241a79e1-cc7f-45c3-84a4-29330cb749aa.jpeg,sailing
abdaf3fa-0de5-44f8-a5a6-dfc101003596.jpeg,volleyball
e48ed78b-7aee-443b-a33e-da04611230b4.jpeg,alpinism
3447ed4c-8e20-4e2f-b428-97240f70b3dd.jpeg,boating
abd9975a-ecfc-422f-8c3f-9f2288cc2187.jpeg,handball
cac05cb0-004f-44f2-9a20-751f22adb009.jpeg,ski_race
da133d76-f65f-4369-8df3-9ab089dcbb60.jpeg,gymnastics
ce9cbbe6-a479-4e5a-a799-b842dc67e276.jpeg,alpinism
fc2e687c-40bc-470c-a6a0-20711487a019.jpeg,surfing
8bbf93b3-fa49-47da-b193-0898700cfdbf.jpeg,surfing
564c4724-25f7-4027-9916-7e8c18fb6bdf.jpeg,greco-Roman_wrestling
e87bb708-0da8-4e1f-aa73-f90b9546199e.jpeg,boating
e4c7a37c-096b-4457-8eed-e46ad666007c.jpeg,ski_race
142abb28-5a63-4b20-92ac-5b71b6737598.jpeg,football
cccc2ec1-00d6-4ac7-a843-24592d54a732.jpeg,alpinism
f0ccfaa6-8327-4d55-b549-5a005ddc8333.jpeg,rugby
708dbb6a-136e-4137-9247-8ea45daedd2d.jpeg,rugby
c378d56c-fb24-4325-a5b4-90e74d08bfb4.jpeg,boating
ab819cc4-fe3d-42ad-94b2-2159d8197181.jpeg,greco-Roman_wrestling
8e4e3f5c-4fd1-46fa-bfc5-35cf496eb1b5.jpeg,football
e672e8b4-75b4-42c0-a848-b9155ea85b87.jpeg,boxing
1841d614-1cc5-4573-bd31-fa7742cac7aa.jpeg,velo
9c4c19d1-b307-4413-b6ae-1b27a0340652.jpeg,gymnastics
93cc9629-59ee-4e65-9058-930a037fc8aa.jpeg,football
b76589d6-f46e-4331-9f8b-5674cdb0b178.jpeg,alpinism
1715e874-7015-4d6a-b9b4-c008291a388e.jpeg,sailing
8585caa0-8594-4763-942a-816859508e15.jpeg,sailing
